doi,author,title,subtitle,year,abstract,journal
10.1075/lv.16011.sza,Ildikó Emese Szabó,A computational model of phonotactic acquisition,Predictability of exceptional patterns in Hungarian,2020,"
This paper presents a model that connects phonotactic exceptionality to perceptibility, more specifically to
                    functional load and acoustic detail. I identify two patterns in exceptionality: lexical exceptions and phonotactic vacillation,
                    where the former is restricted to specific lexical items, while the latter affects two contrastive sound categories as a whole.
                    Through the example of Hungarian word-final phonotactics, the Model of Perceptual Categorization associates these two patterns
                    with different functional load and acoustic properties of contrasts, that lead to two categorizational malfunctions. On the one
                    hand, phonotactic vacillation is a result of a frequent failure to categorize ambiguous tokens: low functional load coinciding
                    with little acoustic difference. On the other hand, lexical exceptions are systematic categorizational mistakes brought about by
                    salient categories – in this case distributional generalizations are hindered by interference from mislabeled tokens.
",LINGUISTIC VARIATION
10.1075/lv.16013.kuk,"Anton Kukhto, Alexander Piperski",Lexical stress variation and rhythmic alternation in Russian,A pilot study,2020,"
Our paper investigates lexical stress placement variation in Modern Standard Russian past tense verbal forms. This
                    kind of variation has arisen due to complex interactions of various processes in the development of Russian and its present-day
                    state is said (often rather impressionistically) to be conditioned by intra-speaker sociolinguistic factors. However, cases of inter-speaker variation can also be observed. We put forward a proposal that stress placement in forms with
                    variable stress is influenced by the rhythmic pattern of immediate linear context. To support this, we report on a pilot
                    experiment that shows a preference towards alternating rhythm in a sequence consisting of a past tense verbal form of a
                    transitive verb and its direct object, thus conforming to the fundamental principle of rhythmic alternation. The results also
                    raise some questions about the phonology of stress and stress variation in Russian and beyond.
",LINGUISTIC VARIATION
10.1075/lv.16010.bar,"Zsuzsanna Bárkányi, Zoltán G. Kiss",Neutralisation and contrast preservation,Voicing assimilation in Hungarian three-consonant clusters,2020,"
This paper studies the contextual variation in the voicing properties of three-consonant clusters (CC#C) in
                    Hungarian. We investigate the velar+alveolar stop clusters /kt/ and /ɡd/, and the alveolar fricative+stop clusters /st/ and
                    /zd/ in potentially voicing-neutralising and assimilating contexts. We show that in these contexts, regressive voicing
                    assimilation in Hungarian is categorical, but partially contrast preserving, and that stops and fricatives are not affected in the
                    same way. Fricatives resist voicing before a voiced obstruent and are devoiced utterance-finally. This is a phonetically
                    unfavourable position, therefore other duration-related cues step up to prevent complete laryngeal neutralisation.
",LINGUISTIC VARIATION
10.1075/lv.16012.bac,"Phillip Backley, Kuniya Nasukawa",Conditions on the variable interpretation of |U| in Japanese, ,2020,"
This paper examines the historical and phonological properties of h in Japanese. It shows that,
                    by analysing a specific case of segmental variation, we not only deepen our understanding of the sound which varies but also shed
                    light on some general characteristics of the sound system as a whole. Using an Element Theory approach (Anderson and Jones 1974; Kaye et al. 1985;
                        Harris and Lindsey 1995; Scheer 1999;
                        Nasukawa 2005; Cyran 2010; Backley 2011), the discussion focuses on the distribution of the element |U|, arguing
                    that |U| is naturally weak in Japanese. This helps explain two idiosyncrasies in Japanese phonology – the restricted distribution
                    of labial consonants and rounded vowels, and the patterning of h with labials.
In modern Japanese, labiality is phonologically and phonetically weak. In vowels, u and
                        w are produced without lip rounding, as unrounded [ɯ] and [ɰ]. And in consonants, the labial stop
                        p is banned from certain contexts. These facts point to the inherent weakness of |U| in Japanese, where
                    weakness refers to structural headedness; following Backley and Nasukawa (2009), it is
                    assumed that labials are represented by headed |U| (cf. non-headed |U| in velars). To account for the restricted distribution of
                    labials, it is argued that labiality (headed |U|) is only realised in Japanese if a specific structural
                    condition is met: |U| must co-occur with (i.e. be supported by) another element from the same sub-group of ‘dark’ elements. Thus,
                    the paper exploits the natural division between dark elements {|A|, |U|, |L|} and light elements {|I|, |H|, |Ɂ|}.
",LINGUISTIC VARIATION
10.1075/lv.17004.ber,"Robyn Berghoff, Rick Nouwen, Lisa Bylinina, Yaron McNabb",Degree modification across categories in Afrikaans, ,2019,"
The paper presents an analysis of the Afrikaans degree modifier baie ‘very/much/many’.
                        Baie appears to be a single lexical item with a wide distribution in terms of the categories of gradable
                    predicate with which it can combine. However, the paper shows that two syntactically distinct instances of baie
                    should be distinguished. These instances of baie portion out the modification of different grammatical categories
                    between them: one, a head, exclusively modifies gradable adjectives, and the other, an adjunct, modifies the remaining categories
                    of gradable predicate.
",LINGUISTIC VARIATION
10.1075/lv.12016.gar,Piotr Garbacz,Morphology and syntax in the Scandinavian vernaculars of Ovansiljan, ,2019,"
The paper deals with the assumed correlation between morphological and syntactic phenomena, especially the one that has its roots in a parametric approach to syntax since (Chomsky 1981). Its main focus is on testing predictions presented in two works (Bobaljik and Thráinsson 1998 and Holmberg 2010a). These papers connect verbal morphology with a clustering of syntactic phenomena in the Scandinavian languages and maintain that morphological evidence – in the form of ‘rich’ verbal agreement – signifies a positive setting of a parameter that in turn makes certain syntactic patterns possible. In the present paper it is shown how this relation works when tested on a group of Ovansiljan vernaculars (East Scandinavian non-standard varieties). Five of these vernaculars have retained verbal agreement in number and person, whereas two others have not. It turns out that the hypotheses encounter difficulties when faced with the Ovansiljan data.
",LINGUISTIC VARIATION
10.1075/lv.16006.tyl,"Matthew Tyler, Jim Wood",Microvariation in the have yet to construction, ,2019,"
The have yet to construction, exemplified by sentences such as John has yet to visit his
                        grandmother, is widespread across dialects of English. However, recent studies have revealed that behind this
                    apparent unity, there is significant variation in the syntactic properties of the have yet to construction.
                    Speakers vary with respect to (i) the status of have as an auxiliary or main verb, (ii) the status of negation
                    tests, and (iii) the status of a variety of related yet to constructions. The goal of this paper is to sort out
                    the microsyntax of have yet to across speakers, in the face of contradictory empirical claims and mutually
                    incompatible proposals in the existing literature. We develop an analysis based in part on two wide-scale surveys we have
                    conducted. With respect to have, we show that speakers who can treat it as a main verb can also treat it as an
                    auxiliary, but not necessarily vice-versa. We propose that the variation in this case has to do with where the perfect
                    features are introduced in the clause. With respect to negation, we find that speakers do not treat all the negation tests the
                    same, forcing us to contend with the question of how these tests work. We propose that for most speakers, only the embedded clause
                    is syntactically negative. Negation tests split according to whether they must target the matrix clause, or whether they can
                    target an embedded clause as well. In some cases, the tests reveal the same sentence to be both affirmative and negative, as we
                    expect: the matrix clause is syntactically affirmative, but the embedded clause, which hosts the lexical content, is syntactically
                    negative.
",LINGUISTIC VARIATION
10.1075/lv.17007.sla,Benjamin Slade,Quantifier particle environments, ,2019,"
I examine the set of environments in which KA-type quantifier particles appear crosslinguistically. These
                    environments include interrogatives, disjunctions, indefinites, all of which arguably involve elements with Hamblin-type
                    ‘alternative’ semantic values. I show that if KA-particles are assigned a uniform denotation as variables over choice functions we
                    can account for their appearance in what otherwise appears to be a set of heterogeneous environments. Crosslinguistic and
                    diachronic variation in the distribution of Q-particles – including, in some cases, the appearance of multiple
                    morphologically-distinct Q-particles in different contexts – can be handled largely in terms of differing formal morphosyntactic
                    features and/or pragmatic components of specific KA-particles. This study focuses on tracking the evolution of KA-type particles
                    in the history of Sinhala, with comparison to other languages of the Indian subcontinent (including Malayalam and Tamil) as well
                    as to Japanese, Tlingit, and English.
",LINGUISTIC VARIATION
10.1075/lv.18002.tro,"Andreas Trotzke, Sergio Monforte",Basque question particles,Implications for a syntax of discourse particles,2019,"
In this paper, we focus on the syntax of question particles in Basque and provide an account that draws new
                    parallels between the syntactic behavior of discourse particles in Basque and some recent findings that have been reported for the
                    German language, perhaps the most studied language of all when it comes to discourse particles. In particular, after having argued
                    for a syntactic perspective on discourse particles for German, we deal with Basque particles in both wh-questions
                    and polar questions. For wh-questions, we provide evidence for the claim that the particle ote
                    occupies an IP/TP-internal particle position and, when attaching to a wh-element, can serve to form emphatic
                    questions of the type that have also been observed in German. In the context of polar questions, we demonstrate that there are
                    two distinct positions for discourse particles in central and eastern dialects of Basque: one inside the IP/TP-domain and one in
                    the left periphery of the clause. Again, we indicate relevant cross-linguistic parallels, thereby dealing with Basque discourse
                    particles from the perspective of a cross-linguistic syntax of particle elements.
",LINGUISTIC VARIATION
10.1075/lv.00012.tan,Marc Tang,"William B. McGregor & Søren Wichmann (eds.). 2018. The diachrony of classification systems
", ,2019, ,LINGUISTIC VARIATION
10.1075/lv.00010.mek,Christine Meklenborg Salvesen,A micro-perspective on Verb-second  in Romance and Germanic, ,2019,"
The Verb-second (V2) phenomenon is one of the central issues of modern linguistic theory. This volume examines V2 from a micro-perspective, comparing various languages and periods. At the heart of the work presented here lies the clear assumption that Verb-second is by no means a unitary phenomenon, but rather a heterogenous and rich system that affects languages in various ways.
",LINGUISTIC VARIATION
10.1075/lv.15026.wol,Sam Wolfe,Redefining the typology of V2 languages,The view from Medieval Romance and beyond,2019,"
This article proposes a new typology of the V2 property,
                    integrating new data from a corpus of Medieval Romance texts with data from
                    Rhaeto-Romance, Early Germanic and Modern Germanic. The proposed analysis is
                    that all V2 systems have a V-movement and phrasal movement trigger on the lowest
                    left-peripheral head, Fin, and that in a subclass of V2 languages Force also has
                    these properties. It is argued that the restrictions on and variation in
                    licensing verb-initial and verb-third clauses within Romance and Germanic V2
                    systems fall out from the Fin/Force distinction.
",LINGUISTIC VARIATION
10.1075/lv.16001.pol,Cecilia Poletto,More than one way out,On the factors influencing the loss  of V to C movement,2019,"
In this article I will show that there is not a single diachronic path that leads to the loss of the verb second
                    property so that different languages can have different ways towards a non V2 grammar. I will also show that the progressive loss
                    of subject inversion contexts is not the only factor that played a role in the change, because there are V2 languages in which
                    nominal subject inversion was never attested but they are still V2, i.e. they have I to C movement. I will identify various
                    factors which may play a role and are related to the type of verb second found in different languages. I will consider various
                    types of factors and show that they can play a role or not in the loss of V2 depending on the type of V2 that the language
                    displays. I will also identify an additional factor that has not been considered in the literature namely the type of
                    complementizer system: a change in this area can contribute to destabilizing the V2 grammar.
",LINGUISTIC VARIATION
10.1075/lv.16005.cog,Federica Cognola,On the left periphery of three languages  of Northern Italy,New insights into the typology of relaxed V2,2019,"
Through a focus on the properties of subject-finite verb inversion and XP fronting in three relaxed V2 languages, namely Cimbrian, Ladin and Mòcheno, this paper aims to widen and refine our understanding of relaxed V2 languages, i.e. languages in which the V2 property should be understood in a technical sense as obligatory V-to-C movement, not as a simple description referring to linearisation (Benincà 2006, 2013; Ledgeway 2016). It will be shown that inversion differs across relaxed V2 languages in two ways. In a first subtype, inversion is not associated with any marked pragmatic interpretation of the lexical subject and the subject appears in an A position in the IP area: this type is instantiated by Old Italian (Benincà 2006, Poletto 2014). A second option, instantiated by the languages considered in this paper, is that the lexical subject receives a pragmatically marked interpretation which is encoded in a Functional Projection (FP) in the vP periphery (Belletti 2004, Poletto 2006). This paper confirms that V3/V4 word orders involve the presence of a double articulation for foci and wh-elements, which appear in different positions in the CP layer in relaxed V2 languages (Poletto 2002, Wolfe 2015 a,b). It also contributes to our understanding of the syntax of topics in relaxed V2 languages by showing that (i) topics can be moved to CP and (ii) the movement option is not restricted to main clauses lacking an XP in the left periphery; it also occurs in interrogative clauses (unlike in the relaxed V2 varieties considered in Walkden 2014, 2015).
",LINGUISTIC VARIATION
10.1075/lv.15019.gel,Elly van Gelderen,"Main and embedded clausal asymmetry  in the history of
                    English",Changes in assertive and non-assertive complements,2019,"
In this paper, I sketch the CP layer in main and embedded
                    clauses in the history of English. The Modern English main clause is not as
                    easily expandable as the Old English one, but the reverse is true in the
                    subordinate clause, where Modern English has a more flexible embedded CP than
                    Old English. I focus on the developments of the embedded CP. It has been claimed
                    that Old English lacks an embedded split CP and therefore lacks embedded V2 and
                    a host of other embedded root phenomena. I show this to be true for complements
                    to both assertive and non-assertive verbs. In contrast, the Modern English
                    matrix verb has an effect on the strength of the C-position. Assertive verbs in
                    Modern English allow main clause phenomena in subordinate clauses whereas
                    non-assertives typically do not. The main point of the paper is to chronicle the
                    changes that ‘stretch’ the embedded clause and the changing role of main verbs.
                    It is descriptive rather than explanatory, e.g., in terms of changes in
                    phase-head status.
",LINGUISTIC VARIATION
10.1075/lv.00011.kla,Espen Klævik-Pettersen,"What is Germanic and what is not  about Old French
                    V2", ,2019,"
Old French is considered by many to have been a verb-second (V2)
                    language. Furthermore, 13th century Old French featured a V2 system with strong
                    restrictions on the prefield, meaning only a single constituent was generally
                    accepted to the left of the finite verb. This bears a strong resemblance to the
                    pattern found in the Modern Germanic V2 languages and has occasionally given
                    rise to suggestions that V2 was a Germanic property inherited from the language
                    of the Franks. In this paper, a concrete hypothesis is developed for the
                    diachronic evolution of Old French V2 from Late Latin. It is argued that the
                    hypothesis of Germanic influence is not necessarily incorrect, but too
                    simplistic, as the two synchronic components of the Old French V2 construction
                    -namely V-to-C movement and restrictions on the prefield – most likely have
                    their own and independent diachronies as well. Comparative and historical
                    evidence is presented to show that V-to-C movement is very unlikely to have been
                    a product of Germanic influence and should rather be considered an internal
                    development from Latin. As for the restricted prefield (so-called ‘linear V2’),
                    the scarcity or even absence of evidence does not allow firm conclusions, but
                    some general theoretical insights from the literature on language change and
                    second language acquisition combine to make the idea of Germanic influence quite
                    plausible.
",LINGUISTIC VARIATION
10.1075/lv.00009.gar,"Jacopo Garzonio, Silvia Rossi",Complementizers and variation in the CP, ,2019, ,LINGUISTIC VARIATION
10.1075/lv.16003.man,"Maria Rita Manzini, Leonardo Maria Savoia","Finite and non-finite complementation, particles and control in Aromanian, compared to other Romance varieties  and
                    Albanian", ,2019,"
Our Aromanian data come from Diviakë, Libofshë and Fier, three locations close to one another in southern Albania,
                    and from Këllez, also in southern Albania. We argue that the impossibility of embedding sentences directly under V-v (Agree
                    Resistance Theorem) leads to the overall shape of complementation in Romance. Section 2, on
                    finite complementizers, shows that Aromanian supports analyses of complementizers as wh- pronouns independently developed for
                    other Romance languages. Section 3 elaborates a proposal originally put forth for Albanian,
                    where the subjunctive particle is identical to the Linker – namely that the main role of subjunctive particles is introducing a
                    variable EPP argument, subject to control. Section 4 argues that Prepositional introducers of
                    non-finite sentences amount to an obliquization strategy to circumvent Agree Resistance – as does the nominalization
                    (relativization) strategy of Section 2 (and the predication strategy in Section 3).
",LINGUISTIC VARIATION
10.1075/lv.16002.pol,"Cecilia Poletto, Emanuela Sanfelici",On relative complementizers  and relative pronouns, ,2019,"
This paper explores the syntactic status of che and (il)
                        qual(e) relativizers, i.e. what are standardly referred to as relative complementizers and
                    relative pronouns, in Old and Modern Italian and Italian varieties and proposes a unified analysis for both types of items. It
                    takes into account the ongoing debate regarding the categorial status of relativizers (Kayne
                        1975, 2008, 2010; Lehmann 1984; Manzini & Savoia 2003, 2011, among many others) and aims at showing that what we call complementizers are not
                        C0 heads, as commonly assumed. Instead, we propose that both relative “complementizers” and “pronouns” have the
                    same categorial status, i.e. they are wh-items and are part of the relative clause-internal head.
",LINGUISTIC VARIATION
10.1075/lv.00020.mun,Nicola Munaro,Complementizer doubling and subject extraction in Italo-Romance, ,2019,"
In this article I analyze the complementizer doubling construction attested in some early and modern Italo-Romance
                    varieties, where a preposed (clausal or non clausal) constituent associated to the selected clause appears in the embedded left
                    periphery preceded and followed by a subordinating complementizer. While the higher complementizer is uncontroversially
                    interpreted as a lexicalization of the head Force°, the lower complementizer has been taken to lexicalize either the functional
                    head Topic° or the functional head Fin°. Relying on previous formal analyses of subject extraction, I argue that in the varieties
                    in which the lower complementizer lexicalizes Fin°, its presence reflects the lexicalization of the mood features encoded by Fin°,
                    and is ultimately due to the extraction of the thematic subject out of the embedded clause through Spec,FinP, a movement strategy
                    made possible by the presence of an expletive pro in the canonical preverbal subject position.
",LINGUISTIC VARIATION
10.1075/lv.16009.cru,"Silvio Cruschina, Eva-Maria Remberger",Speaker-oriented syntax and root clause complementizers, ,2019,"
The object of study of this paper is a Romance construction characterized by the presence of the complementizer in
                    root clauses and by an evidential or epistemic meaning (i.e. C-constructions). In these structures, the
                    complementizer is preceded by a functional element that morphologically coincides with an adjective or an adverb. From a
                    morphosyntactic viewpoint, we show that these structures are monoclausal and that the epistemic or evidential item preceding the
                    complementizer has undergone a process of grammaticalization becoming a functional element. As for their use and interpretation,
                    we describe their primary semantic meaning, as well as their pragmatic extensions and functions, which involve subjectification and
                    intersubjectivity. We finally propose a syntactic configuration that can account for C-constructions and their properties in the
                    syntax representation. This configuration involves the assumption of a projection – in fact, a set of projections – above ForceP
                    which encode speaker-oriented and pragmatic features (e.g. evaluative, evidential, epistemic values).
",LINGUISTIC VARIATION
10.1075/lv.00027.sik,"Justine M. Sikuku, Michael Diercks, Michael R. Marlo",Pragmatic effects of clitic doubling,Two kinds of object markers in Lubukusu,2019,"
Object markers (OMs) in Bantu languages have long been argued to be either incorporated pronouns or agreement
                    morphemes, distinguished mainly by their ability (or not) to co-occur with (i.e. double) in situ objects. Lubukusu appears to be
                    an instance of OMs-as-incorporated pronouns, as OMs in neutral discourse contexts cannot double in situ objects in a broad range
                    of syntactic contexts. As we show, however, certain pragmatic contexts in fact do license OM-doubling; we demonstrate that
                    OM-doubling in Lubukusu is licit only on a verum (focus) interpretation. We analyze OM-doubling within a Minimalist framework as
                    the result of an Agree relation between the object and a verum-triggering Emphasis head (Emph°). The non-doubling OM results from
                    an incorporation operation. We therefore claim that Lubukusu displays two distinct syntactic derivations of OMs (generating
                    doubling and non-doubling) with the interpretive effects of OM-doubling arising from the semantic/pragmatic properties of
                    Emph°.
",LINGUISTIC VARIATION
10.1075/lv.00002.tor,"Christina Tortora, Beatrice Santorini, Frances Blanchette",Romance Parsed Corpora,Editors’ introduction,2018, ,LINGUISTIC VARIATION
10.1075/lv.00003.duf,"Monique Dufresne, Mireille Tremblay, Rose-Marie Déchaine",The variable use of determiners in Old French and the argument DP hypothesis, ,2018,"
The argument DP hypothesis, adopted by many syntactic analyses, claims that nominal arguments are introduced by a determiner (D), which may be covert or overt. While overt D is obligatory in Modern French (consistent with the argument DP hypothesis), it was not obligatory in earlier stages of French. We explore the factors that contributed to this change – including semantic class, syntactic function, number, and definiteness – focusing on a shift that occurred in the D-paradigm in two Anglo-Norman texts of the 12th century. Quantitative analysis (Goldvarb) yields two major findings. First, the effect of syntactic function remains constant: subject position favours overt D, but object position inhibits it. Second, there is a change in the effect of semantic class: count nouns increasingly favour overt D, but non-count (mass and abstract) nouns increasingly inhibit it. More generally, the gradual disappearance of bare Ns in French reflects the emergence of paradigmatically conditioned D.
",LINGUISTIC VARIATION
10.1075/lv.00004.gal,Charlotte Galves,The Tycho Brahe Corpus of Historical Portuguese,Methodology and results,2018,"
This article introduces the Tycho Brahe Corpus (TBC), a parsed corpus of Historical Portuguese built on the model of the Penn-York Corpora of English. As an illustration of the usefulness of the TBC, the article presents research on the evolution of the position and interpretation of subjects in Portuguese from the 16th to the 19th century. Two main claims emerge, in response to questions that have largely remained unanswered until now, due to the paucity of available data. One is that the texts of the classical period instantiate verb-movement to Comp in matrix clauses, reflecting a V2 grammar. The other is that quantitative and qualitative changes appearing in the texts of the authors born from the beginning of the 18th century on indicate that, at this period, verb-movement to Comp was lost and the modern SVO grammar emerged.
",LINGUISTIC VARIATION
10.1075/lv.00005.ste,Achim Stein,Diachronic syntax based on constituency and dependency annotated corpora,Theoretical and methodological issues,2018,"
This contribution presents two syntactically annotated corpora of Old French, Modéliser le changement: les voies du français (MCVF) and the Syntactic Reference Corpus of Medieval French (SRCMF). The focus is on how the underlying syntactic theory (constituency vs. dependency) influences the grammar model and how this choice is reflected in the syntactic annotations of the corpora. The comparison relates to the most relevant general properties of the corpora as well as to two phenomena, null subjects and cleft constructions. Null subjects highlight possible conflicts between syntactic annotation models and syntactic theory, and the information-structural properties of cleft constructions pose a particular problem for the interpretation and annotation of historical corpora. Both phenomena are major instances of diachronic variation in French. The study is relevant for corpus users working on diachronic syntax, as well for corpus builders wishing to design a grammar model for annotation.
",LINGUISTIC VARIATION
10.1075/lv.00006.bul,"Barbara E. Bullock, Jacqueline Serigos, Almeida Jacqueline Toribio, Arthur Wendorf",The challenges and benefits of annotating oral bilingual corpora,The Spanish in Texas Corpus Project,2018,"
This article describes efforts to collect, process, and automatically annotate a corpus of Spanish as spoken in Texas. It elaborates the protocols for the development of the corpus and the procedures for automatic annotation, illustrating the common pitfalls to language identification in bilingual corpora and potential methods for circumventing them. The benefits of a comparative corpus approach to contact varieties is illustrated by a case study of a putative verbal calque from the Spanish in Texas data. It is demonstrated that the relative frequency of the verb is much higher than in its source Mexican variety and that the verb selects different complements in Texas than it does in other varieties. The article concludes with a discussion of how computational tools might be fruitfully exploited to resolve long-standing debates about language variation in contact settings.
",LINGUISTIC VARIATION
10.1075/lv.00007.est,"Bruno Estigarribia, Zachary Wilkins",Analyzing the structure of code-switched written texts,"The case of Guarani-Spanish Jopara in the novel Ramona Quebranto
",2018,"
As more written language data become available, the interest in written language mixing / codeswitching (LM/CS) is increasing (Sebba, Mahootian & Jonsson 2012; Sebba 2013). LM/CS in non-naturalistic (e.g., literary) texts raises issues related to gauging (1) the authenticity and representativity of a textual corpus, and deciding (2) whether categories/mechanisms of spoken LM/CS apply to written LM/CS. We focus on Guarani-Spanish LM/CS (Jopara) as represented in the Paraguayan novel Ramona Quebranto (RQ). We apply the framework of Muysken (1997; 2000; 2013), developed as a taxonomy of spoken LM/CS. Our contribution extends its applicability to written LM/CS. We show that Jopara has a mix of insertional and backflagging strategies, with infrequent alternations.
",LINGUISTIC VARIATION
10.1075/lv.00008.bar,"Sjef Barbiers, Hans Bennis, Lotte Dros-Hendriks",Merging verb cluster variation, ,2018,"
In this paper we argue that verb clusters in Dutch varieties are merged and linearized in fully ascending (1-2-3) or fully descending (3-2-1) orders. We argue that verb clusters that deviate from these orders involve non-verbal material: adjectival participles, or nominal infinitives. As a result, our approach does not involve any unmotivated movements that are specific for verb clusters.
Support for our analysis comes from (i) the interpretation of verb clusters; (ii) the fact that order variation depends on the types of verbs involved, which can be explained by selectional requirements of the verbs; and (iii) the geographic co-occurrence patterns of various orders. First, the 1-3-2 and 3-1-2 orders are argued to be ascending orders with a non-verbal 3. Indeed these orders occur in grammars that have ascending, rather than descending, verb clusters. Secondly, the 1-3-2 order is argued to be an interrupted V1-V2 cluster with a non-verbal 3. Indeed, this order is most common in the region where non-verbal material can interrupt the verb cluster.
Our analysis of word order variation in verb clusters in terms of principles of grammar is further supported by an experiment in which we asked a large number of speakers distributed over the Dutch language area to rank all logically possible orders, including orders that are not common in their own variety of Dutch. The results demonstrate that speakers apply their syntactic knowledge to rank verb cluster orders that they do not use themselves. We argue that this knowledge cannot be due to familiarity with the various orders.
",LINGUISTIC VARIATION
10.1075/lv.17009.ran,Rodrigo Ranero,"Eguren Luis, Olga Fernández-Soriano & Amaya Mendikoetxea (eds.). Rethinking Parameters.", ,2018, ,LINGUISTIC VARIATION
10.1075/lv.00001.mas,"Tim Stowell, Diane Massam","Introducing register variation and syntactic
                                                                           theory", ,2018, ,LINGUISTIC VARIATION
10.1075/lv.14016.wei,Andrew Weir,Object drop and article drop in reduced written register, ,2018,"
This paper discusses object drop in English ‘reduced written register’ (RWR), such as recipes (Haegeman 1987a, b, Massam & Roberge 1989, Massam 1992) and diaries. Object drop differs from subject drop in RWR (Haegeman 1997, 2007, this issue); dropped subjects can be of any person and can be expletives, while dropped objects can be third person only and cannot be expletives. I propose that object drop in RWR is dependent on article drop. I analyze null articles in RWR as the presence of a phonologically null determiner with the semantics of a choice function. To analyze object drop, I adopt Tomioka (2003)’s analysis for Japanese null pronouns, in which a null determiner, combined with NP ellipsis, allows a constituent with pronominal-like semantics to go wholly unpronounced. I argue that a similar process is at work in English RWR, and argue that this analysis allows us to understand the person and expletive restrictions.
",LINGUISTIC VARIATION
10.1075/lv.14017.rei,Ingo Reich,On the omission of articles and copulae in German newspaper headlines, ,2018,"
This paper argues based on a corpus-linguistic study that both omitted articles and copulae in German headlines are to be treated as null elements NA and NC. Both items need to be licensed by a specific (parsing) strategy known as discourse orientation (Huang, 1984), which is also applicable in the special register of headlines. It is shown that distinguishing between discourse and sentence orientation and correlating these two strategies with λ-binding and existential quantification, respectively, naturally accounts for an asymmetry in article omission observed in Stowell (1991).
",LINGUISTIC VARIATION
10.1075/lv.15002.oos,"Albert Oosterhof, Gudrun Rawoens",Register variation and distributional patterns in article omission in Dutch headlines, ,2018,"
This paper presents a corpus study of article omission in newspaper headlines. The corpus consists of material from a variety of Dutch and Flemish newspapers. The most important factor influencing the frequency of article omission in headlines is the journalistic genre in which it occurs. The main focus of the study is on the semantic and syntactic distribution of the phenomenon, on the basis of which a case will be made for its description as a manifestation of the more widespread decline of the article in Dutch and not as a phenomenon motivated solely by pragmatic factors.
",LINGUISTIC VARIATION
10.1075/lv.14019.hae,Liliane Haegeman,Unspeakable sentences,Subject omission in written registers: a cartographic analysis,2018,"
The empirical focus of this paper is register based subject omission in English. On the basis of a range of empirical data (including naturally occurring examples) the paper first dispels a number of common misconceptions about the phenomenon such as the idea that (i) this phenomenon is only restricted to diary style, (ii) only first person subjects can be omitted, (iii) the null subject is an instantiation of pro, (iv) the null subject is always uniquely identified in the context. The paper develops the cartographic analysis of register based subject omission proposed in Haegeman (2013) and based on Rizzi’s (2006b) ‘Privilege of the Root’ approach. A key ingredient of the analysis is the hypothesis that there is a specialized projection for the encoding of subjecthood (SubjP).
",LINGUISTIC VARIATION
10.1075/lv.14020.sta,"Elisabeth Stark, Aurélia  Robert-Tissot",Subject drop in Swiss French text messages, ,2018,"
In this paper, we present evidence in favour of a syntactic approach to subject drop in Swiss French text messages. Subject drop in our
          corpus follows patterns found in various so-called ""written abbreviated registers"" such as diaries, notes etc.: it occurs at the beginning
          of main sentences and after preposed adjuncts. Based on a corpus of 1100 text messages, collected in 2009/10 (www.sms4science.ch), we test
          predictions put forward by two approaches to argument drop in abbreviated registers, i.e. the ""Avoid Weak Start"" hypothesis by Weir (2012a) and the ""Truncated CP hypothesis"" by Haegeman
            (2013). While for our data the first approach cannot be excluded, our results more strongly support the syntactic one, despite the
          fact that some data, especially preposed strong subject moi without clitic resumption, challenge existing analyses. These
          data suggest that dropped referential subjects can be analysed as instances of familiar topic drop.
",LINGUISTIC VARIATION
10.1075/lv.15017.mas,"Diane Massam, Kazuya Bamba, Patrick Murphy",Obligatorily null pronouns in the instructional register and beyond, ,2018,"
English is not canonically considered a pro-drop language. Despite this, it does allow null pronouns, although less freely than traditional pro-drop languages like Italian and Japanese. The focus of this paper is the instructional register (characteristic of recipes) where we claim that object pronouns are obligatorily null in English: “Take 3 eggs. Break _ into a bowl.”. We present an analysis of Instructional Register Null Objects that also accounts for obligatorily null pronouns in certain radical pro-drop languages like Niuean. In this language, most pronouns are optionally null, however 3rd person inanimate pronouns are obligatorily null. We argue that the obligatorily null nature of such pronouns (whether register-specific like in English, or general as in Niuean) is a result of their lack of φ-features, which leaves them with only the option of being realized through Neeleman & Szendrői’s (2007) general Zero Spell-out Rule.
",LINGUISTIC VARIATION
10.1075/lv.14018.pau,Ileana Paul,Reduced structure in Malagasy headlines, ,2018,"
This paper examines the register associated with headlines in Malagasy. While in many languages headlines appear to have reduced structure as evidenced by the absence of certain grammatical markers (determiners, copulas, tense), Malagasy headlines show a change in word order from VOS to SVO. It is argued that like English, Malagasy headlines involve a truncated syntactic structure and that the absence of certain functional projections accounts for the change in word order.
",LINGUISTIC VARIATION
10.1075/lv.15018.kin,,Null arguments in old Norwegian,"Interaction between pronouns and the functional categories of the
					clause",2018,"
In this paper I propose a new analysis of null arguments in Old Norwegian. I
					argue that the option of null realization in Old Norwegian correlates with a
					distinction between φP and DP pronouns in the sense of Déchaine & Wiltschko (2002), and that this
					distribution can be captured by a version of pronoun deletion (Roberts 2010b). On a more general,
					theoretical level, I argue that both the structure of pronouns and that of the
					functional domains C, T and v influence the null argument properties of a
					language. Thus, null arguments, but also blocking of null
					arguments in non-null-argument languages like Modern Norwegian and English, may
					be derived in different ways.
",LINGUISTIC VARIATION
10.1075/lv.17.1.01hak,"David Håkansson, Ida Larsson, Erik Magnusson Petzell",Introducing syntactic variation and change, ,2017, ,LINGUISTIC VARIATION
