doi,author,title,year,abstract,journal
10.1075/jhl.19046.noo,Paul M. Noorlander,Source constructions as a key  to alignment change,2021,"
Alignment patterns in the Eastern varieties of modern Aramaic varieties are generally said to originate in an
					ergative source construction based on the so-called ‘passive’ participle qṭīl- ‘killed’ and the preposition
						l- where ergative person markers gradually extended to all intransitive predicates. While various source
					constructions have been suggested, this article demonstrates that most explanatory power and scope for the complex historical
					background of the alignment microvariation in Neo-Aramaic is offered by the typology of resultatives. There was instability from
					the beginning due to the versatile nature of resultatives and the increasing polyfunctionality of the preposition
						l-. This, in turn, indicates that the suggested source constructions for ergative alignment need not be
					mutually exclusive. Moreover, this also points to ergativity as merely one among several outcomes rather than the original
					source.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.20017.jan,"Katarzyna Janic, Charlotte Hemmings",Alignment shift as functional markedness reversal,2021,"
In this paper, we propose treating alignment shift as a process of functional markedness reversal in the domain of
					semantically transitive constructions. We illustrate how this approach allows us to capture similarities between the alignment
					shifts in Eskimo-Aleut and Western Austronesian languages, despite morphosyntactic differences in their voice systems. Using three
					diagnostics of functional markedness (semantic transitivity, topic continuity of P, and discourse frequency), we compare
					antipassive and ergative constructions in Eskimo-Aleut varieties and actor voice (av) and undergoer voice (uv)
					constructions in Western Austronesian varieties. We argue that ergative alignment is equivalent to a functionally unmarked
					P-prominent construction (e.g., ergative, uv), whilst accusative alignment is equivalent to a functionally unmarked
					A-prominent construction (e.g., antipassive, av). On this basis, we claim that both language groups are undergoing a
					parallel shift from ergative to accusative, since A-prominent constructions are functionally marked in more conservative
					varieties, but lose their functionally marked character and begin to function as unmarked transitive constructions in more
					innovative varieties.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.21005.mat,Yaron Matras,"Language Contact, Continuity and Change in the Genesis of Modern Hebrew",2021, ,JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.20018.fed,Chiara Fedriani,,2021, ,JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.20028.goe,Nelson Goering,The Carthaginian North: Semitic Influence on Early Germanic: A Linguistic and Cultural Study,2021, ,JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.19011.opp,Sophia Jana Oppermann,“Non-coordinating UND” in Middle and Early New High German,2021,"
Even though it has been noted quite early that the conjunction UND may also serve as a relative/equative particle
					or even a subjunction in Middle High German and Early New High German, corpus-based empirical studies are lacking so far. Based on new empirical data, I show that
					non-coordinating UND originated in the Upper German dialect area during the 12th century, subsequently spreading to the Central German dialect area and
					reaching the peak of its use in the 14th century. In contrast to recent literature, I argue that the non-coordinating use of the
					conjunction originated from semantically and syntactically ambiguous constructions of the form UND-XP-VFIN. I also propose that
					the earliest instances of the phenomenon are (adverbial) relative constructions and that the temporal and the equative function
					developed via reanalysis of adverbial relative clauses with a temporal/modal head element.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.19021.bod,Timotheus Adrianus Bodt,The Duhumbi perspective  on Proto-Western Kho-Bwa onsets,2021,"
The eight Western Kho-Bwa varieties are spoken in western Arunachal Pradesh in Northeast India and form a small, coherent
          sub-group of the Tibeto-Burman (Trans-Himalayan / Sino-Tibetan) language family.
This paper presents 96 sound correspondences, mainly between the two Western Kho-Bwa varieties Duhumbi and Khoitam, with
          additional evidence from other Western Kho-Bwa varieties and other Tibeto-Burman languages whenever deemed illustrative. On basis of these
          sound correspondences, I propose 282 Western Kho-Bwa proto-forms including a total of 92 onsets. The less common reconstructed Western
          Kho-Bwa onsets are the uvular onsets and the voiceless nasal and approximant onsets.
A unique innovation of the Western Kho-Bwa languages, and indeed the Kho-Bwa languages in general, is the correspondence
          of initial *s- in other Tibeto-Burman languages to a vocal onset in Proto-Western Kho-Bwa and its descendent varieties. Another relatively
          unique innovation is the correspondence between Western Kho-Bwa obstruent onsets *b- and *g- ~ *kʰ- ~ *k- and other Tibeto-Burman nasal
          onsets *m- and *ŋ-, respectively.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.19024.dja,"Redouane Djamouri, Waltraud Paul",Clitic pronouns in Archaic Chinese,2021,"
This article provides evidence for the so far neglected existence of two clitic pronouns, yǐ
以 and yǔ
與, in Archaic Chinese (10th c. – 3rd c. BC) in immediately
          verb-adjacent position: ‘yǐ/yǔ-V’. While yǔ only encodes the comitative/associative, yǐ encodes all kinds of (argument and adjunct) roles, depending on the semantics of the verb involved. We argue that the clitic pronouns
            yǐ and yǔ can neither be analysed as stranded prepositions left behind after extraction
          of their complement (as, e.g., in English) nor as orphan prepositions, i.e., PPs with an in situ null
          pronoun as complement (as, e.g., in French). This ties in with the general ban against prepositions lacking an overt complement, observed
          throughout the history of Chinese.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.20001.jac,Guillaume Jacques,"The Historical Phonology of Tibetan, Burmese, and Chinese",2021, ,JOURNAL OF HISTORICAL LINGUISTICS
 ,,Editor’s Corner, , ,JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.19009.sun,John D. Sundquist,"Productivity, richness, and diversity  of light verb constructions  in the history of American English",2020,"
This study provides an empirical analysis of productivity in Light Verb Constructions (LVCs) in the history of
                    American English. LVCs contain a semantically light verb like make or take that may be paired
                    with an abstract nominal object, as in make an assumption or take charge. Using a 406-million
                    word corpus of texts written between 1810 and 2009, we track the frequency of LVCs and analyze the range of light verb + nominal
                    object pairings. Using statistical measurements of biodiversity from the field of ecology, we evaluate the hypothesis that “the
                    rich get richer” among light verbs: the most frequent verbs become more frequent and more diverse, occurring with an ever-growing
                    variety of different NP complements. The results contribute to ongoing discussions in cross-linguistic, diachronic research on
                    reasons for the growth of LVCs, the gradient nature of linguistic productivity, and the role of exemplars in the interaction
                    between type and token frequencies during periods of linguistic change.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.19002.don,Bryan Donaldson,"Clitic position in Old Occitan affirmative verb-first declaratives coordinated by e
",2020,"
This paper offers a variationist analysis of object and adverbial clitic position in coordinated affirmative verb-first
          main declaratives introduced by e(t) “and” in Old Occitan. In this context, clitics occur in either preverbal (e·l
            vestit “and clothed him”) or postverbal position (e perdonet li “and pardoned him”). Following recent work on
          Medieval Romance coordination, I posit that proclitic and enclitic examples reflect different coordination structures at the underlying
          syntactic level. Data from complete analyses of five major 13th- and 14th-century texts, analyzed in a variationist approach using logistic
          regression, reveal that the choice between coordination structures – and hence, between proclisis and enclisis – is principled rather than
          random and depends on the degree of continuity or rupture/discontinuity between the conjuncts.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.00010.lar,"Pierre Larrivée, Amel Kallel",The empirical reality of bridging contexts,2020,"
The purpose of this paper is to provide quantitative substantiation for the role of bridging context in grammatical
          change. Bridging contexts are assumed to be environments compatible with the new function that an item is acquiring. The evolving item would
          therefore be predicted to occur in bridging contexts at significant rates just before the change. To test this prediction, the well-known
          evolution of Negative Polarity Items into an n-word is analysed, using the well-documented case of the aucun in the history
          of French. Charting its course in a monogeneric corpus of narrative legal material, we find that the item occurs in strong negative polarity
          environments at rates of over 50% before it is found in a majority of n-word uses. This supports the view that bridging contexts are
          instrumental to change, and that they involve quantitative conditions.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.19030.hof,Klaus Hofmann,Stress in real time,2020,"
This contribution reviews a series of studies by Kelly (and Bock), suggesting that stress preferences of English nouns and verbs for left-hand and right-hand stress patterns are partly a result of alternating rhythm in real utterances. This claim is tested on diachronic corpus data to verify its historical implications. By using verse evidence to calibrate stress values for historical word classes, the quantitative analysis confirms that distributional asymmetries regarding strong and weak syllables in the contexts of nouns and verbs have existed at least since Late Middle English. In addition, the claim that stem-final segments predict the likelihood of right-hand stress is not only confirmed but the effect is found to be independent of etymological origin.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18023.gvo,Jadranka Gvozdanović,Introduction,2020,"
This introduction discusses the construal of temporal categories, their connection with spatial categories and general principles of the patterning of time in language. Transfers between categories and up language hierarchies are frequent types of change. It is shown how aspect may either lose or increase some of its functional load, and how tenses may develop from aspects, or extend into modal domains. General tendencies (such as developments from spatial to temporal categories) and systemic constraints are discussed in relation to the papers in this volume with additional Indo-European examples.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18012.dan,Don Daniels,The history of tense and aspect in the Sogeram family,2020,"
This paper presents an overview of the tens-aspect system in the Sogeram languages of Papua New Guinea. Taking the Proto-Sogeram reconstruction in Daniels (2015, 2020) as a starting point, I outline the innovations that have taken place in daughter languages and discuss the patterns of change that emerge. The study confirms a variety of known cross-linguistic tendencies, such as the common occurrence of the analytic-to-synthetic and aspect-to-tense pathways of change. More notable trends include the diachronic stability of the present and most remote past tenses; the instability of the middle pasts and future; the stability of the relative semantic ordering of tenses; the absence of a pathway leading from relative-tense to absolute-tense marking; and the ability of innovative tenses to be inserted anywhere into the five-way tense system of Proto-Sogeram. The study also illustrates how featural systems can interact over time, at first by introducing a new feature value in one system which can combine with values from another (as with the Manat habitual), and then, if the featural distinction is lost, creating a pattern of distributed exponence (as in Mum).
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18016.koc,Harold Koch,"Development of aspect markers in Arandic languages, with notes on associated motion",2020,"
Languages of the Arandic subgroup of Pama-Nyungan languages of Australia have developed markers of aspect from a variety of sources, including verb phrases with stance auxiliaries and reduplicated forms. Other origins involve nominalised verb forms and the refunctionalisation of tense suffixes. Some unusual diachronic developments have to do with interactions between aspectual markers and those of the highly developed verbal category of associated motion. There are shifts in both directions – from aspectual to associated motion values as well as extension of associated motion to aspectual meanings. All the posited diachronic changes are inferred by means of reconstruction, since there is virtually no corpus of documents from which changes in real time can be traced.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18030.dom,"Sebastian Dom, Gilles-Maurice de Schryver, Koen Bostoen","Kisikongo (Bantu, H16a)  present-future isomorphism",2020,"
The North-Angolan Bantu language Kisikongo has a present tense (Ø-R-ang-a; R = root) that is morphologically more marked than the future tense (Ø-R-a). We reconstruct how this typologically uncommon tense-marking feature came about by drawing on both historical and comparative evidence. Our diachronic corpus covers four centuries that can be subdivided in three periods, viz. (1) mid-17th, (2) late-19th/early-20th, and (3) late-20th/​early-21st centuries. The comparative data stem from several present-day languages of the “Kikongo Language Cluster.” We show that mid-17th century Kisikongo had three distinct constructions: Ø-R-a (with present progressive, habitual and generic meaning), Ø-R-ang-a (with present habitual meaning), and ku-R-a (with future meaning). By the end of the 19th century the last construction is no longer attested, and both present and future time reference are expressed by a segmentally identical construction, namely Ø-R-a. We argue that two seemingly independent but possibly interacting diachronic evolutions conspired towards such present-future isomorphism: (1) the semantic extension of an original present-tense construction from present to future leading to polysemy, and (2) the loss of the future prefix ku-, as part of a broader phenomenon of prefix reduction, inducing homonymy. To resolve the ambiguity, the Ø-R-ang-a construction evolved into the main present-tense construction.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18017.nar,Heiko Narrog,Historical change in the Japanese tense-aspect system,2020,"
Modern Japanese has a formally very simple tense-aspect system, which at its core has only three forms that are complemented by a number of peripheral markers and constructions. The core of the tense-aspect system was much more elaborate and complex in Classical Japanese. This paper discusses the systems of Modern and Classical Japanese, and then sketches the development from the latter to the former. This development involves the grammaticalization from aspect to tense, the recruitment of lexical means and constructions to renew aspectual categories, and category climbing. Two major paths of grammaticalization can be distinguished.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18013.dah,Eystein Dahl,Continuity and change in the aspect systems of Vedic and Latin,2020,"
This paper examines the development of the aspect systems in the Indo-European languages Vedic and Latin. Even though aspectual distinctions are central in the verbal systems of both of these languages at the beginning of their attested traditions, they undergo quite different developments in the course of their history. The Vedic verbal system instantiates a classic case of the development from aspect to tense, whereas Latin maintains an aspect-based verbal system, which survives in the Romance languages. The paper explores the semantic properties of the Vedic and Latin past tenses in some detail from two distinct perspectives: a neo-Reichenbachian model, where aspect is regarded as a type of relation between reference time and event time (cf. e.g., Dahl 2010, 2015), and a model where aspect involves different types of partitive operators (cf. Altshuler 2013, 2014). Although these two approaches may first appear to be in conflict, the paper attempts to show that they represent complementary perspectives highlighting different dimensions of aspectual meaning.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18036.sal,Iker Salaberri,Grammaticalization of reflexivity in Basque,2020,"
The purpose of this paper is to provide a detailed overview of the changes undergone by the reflexive
                        buru-construction in Basque under the light of grammaticalization theory. On the basis of quantitative
                    historical data, the reflexive construction is argued to have undergone changes predicted by the grammaticalization path of
                    reflexive markers: the distinction between regular and reflexive possessive pronouns is lost; anaphoric, non-reflexive uses of
                        buru disappear; and number agreement between the subject and buru is no longer obligatory.
                    The buru-construction is furthermore argued to have become more prevalent at the expense of other reflexivization
                    strategies. As opposed to these changes, the reflexive construction seems to have degrammaticalized as well: the number of direct
                    object uses of this construction decreases over time, and it occurs in subject position with more predicates in present-day
                    written Basque than in the historical period. In view of these facts, an argument is made against unidirectional conceptions of
                    grammaticalization. External motivations for these developments, such as the standardization of the language, are also
                    considered.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18028.kru,William W. Kruger,"Homorganic Cluster Lengthening,  Pre-Cluster Shortening and  Preference-based change in Early English",2020,"
This paper discusses the processes of Homorganic Cluster Lengthening (HCL) and Pre-Cluster Shortening (PCS)
                    occurring in the late Old English and Early Middle English periods. These processes are responsible, respectively, for
                    vowel-lengthening before voiced homorganic consonant clusters (OE bindan, feld, hund >
                     LOE/EME
                        bīnd, fēld, hūnd) and vowel shortening before other clusters (OE cēpte, fīfta, brōhte >
                    ME kepte, fifte, brohte). This paper builds on reassessments of data by Minkova (2014) to contribute an account of HCL within the system of “preference laws” articulated by Vennemann (1988). This account attributes the motivation for HCL to preferences for
                    syllable-internal transitions between nucleus and coda in order to explain the fine details of HCL; namely, the fact that HCL
                    applies with higher frequency to high vowels followed nasals than to low/mid vowels and in a sporadic manner to front vowels
                    followed by /l/ compared to back vowels. These differences are attributed to the application of the Coda and Nucleus Laws (Vennemann 1988: 25, 42), with additional proposals about the effect of velarization of
                    /l/ in Old English, with comparison to PCS providing important context throughout.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.16026.mob,Yahya Abdu A. Mobarki,From locative existential construction fi(ih) to a TMA/progressive marker,2020,"
The grammaticalization framework has been suggested as a predictive power for language change. This paper considers the grammatical functions of the locative construction fi(ih) in the Gulf Arabic Pidgin (a variety spoken by workers from the Indian subcontinent and south Asian countries working in the Arabian/Persian Gulf States). In Gulf Arabic, there are (1) the preposition fi ‘in; into; inside’ and (2) the locative construction fi(ih) ‘there is/are’, which only has an existential function. In Gulf Arabic Pidgin, the locative construction fi(ih), however, has several grammatical functions, including (1) a possessive marker (i.e., have-constructions), (2) an equative/predicative copula, and (3) a preverbal predicative marker. The aim in this paper is two-fold: first, to show how a grammaticalization framework can possibly account for the grammatical innovations of fi(ih) in the Gulf Arabic Pidgin; and second, to suggest that these grammatical innovations might be the results of an ongoing grammaticalization process of LOCATIVE>TMA/PROGRESSIVE. Earlier studies conducted on this pidgin serve as data sources for this project.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.00008.tse,Keith Tse,"Elly van Gelderen, ed. Cyclical Change Continued
",2020, ,JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.00009.san,Cristina Sánchez López,"Adam Ledgeway and Ian Roberts, eds. The Cambridge Handbook of Historical Syntax
",2020, ,JOURNAL OF HISTORICAL LINGUISTICS
 ,,Editor’s corner, , ,JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18037.bro,Parker L. Brody,Morphological exceptionality  and pathways of change,2020,"
This paper explores the notion of analyzing cross-linguistically uncommon morphosyntactic structures in terms of
                    their historical development. What may seem extraordinary in the synchronic snapshot of a language can often be clearly accounted
                    for through diachronic considerations. To illustrate this, the current study examines the typologically uncommon phenomenon of
                    multiple exponence, the realization of the same grammatical information in multiple places within an inflected word, in the
                    Kiranti (Tibeto-Burman) languages. Typologically speaking, we do see a strong tendency cross-linguistically towards encoding
                    grammatical information once within an inflected word, and against multiple exponence. Yet the phenomenon of multiple exponence is
                    attested in a number of languages. This paper presents comparative evidence from the Kiranti languages that supports the claim
                    that multiple exponence in synthetic verbs in the modern Kiranti languages comes as a result of the interaction between
                    language(family)-specific typology (multiple agreement in periphrastic verbs) and an uncontroversial language change process
                    (coalescence of periphrastic forms into synthetic forms).
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18020.ryb,"Konrad Rybka, Lev Michael",A privative derivational source for standard negation in Lokono (Arawakan),2020,"
It has recently been argued that Arawakan languages of South America provide evidence for a novel historical
                    source for standard negation, a privative derivational affix. This hypothesis posits that the prefixal standard negation found in
                    some languages of the family developed from a privative prefix, ma-, present in Proto-Arawakan, that originally
                    derived privative stative verbs from nouns. According to this account, the function of this prefix extended, in many languages of
                    the family, to negating nominalized verbs in subordinate clauses, and then, via insubordination, to standard main clause negation,
                    in a smaller subset of languages. The purpose of this paper is to substantiate this hypothetical trajectory in detail in a
                    particular Arawakan language: Lokono, a highly endangered language of the Guianas. On the basis of modern linguistic fieldwork and
                    colonial-era language materials, we show that 18th-century Lokono exhibited a standard negation construction based on the
                    privative, and that this construction exhibits clear signs of its subordinate clause origin. We show that Lokono also exhibits the
                    full range of functions for the privative ma- that are predicted to be historical precursors to the standard
                    negation function, substantiating the historical trajectory from privative derivation to standard negation. We conclude by
                    observing that the prefixal standard negation strategy has lost ground since the 18th century to a standard negation particle that
                    originally expressed constituent negation, possibly due to contact with colonial languages that employ similar strategies.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18001.car,José Miguel Alcolado Carnicero,Diachrony of code switching stages  in medieval business accounts,2020,"
This article presents the results of a diachronic survey on the multilingual account books authored by the wardens
                    of the Mercers’ premier livery company of the City of London from 1390 to 1464. The study deployed here applies an extended
                    version of Wright’s three-stage model of code switched business writing that introduces a previous phase of Romance monolingualism
                    and a later phase of English monolingualism. It is found that the change from Latin and French to English as the new language of
                    business record in the London Mercers’ archives was orderly and gradual rather than straightforward, and characterised by a less
                    predictable intervening code switching period. The analysis is of considerable value for expanding our knowledge of medieval
                    written multilingualism, as well as for the development of English as an administrative language.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.00007.ing,Guglielmo Inglese,"
Variation und Wandel in der Syntax der alten indogermanischen Sprachen by Carlotta Viti",2020, ,JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.16021.mcw,John M. McWhorter,The radically isolating languages of Flores,2019,"
The languages of central Flores are all but devoid of affixation, despite that this is hardly typical of the
                    Austronesian languages of their family, including closely related languages elsewhere on the island and nearby ones. A traditional
                    approach to these central Flores languages’ typology is to ascribe their analyticity to grammar-internal drift, under which the
                    disappearance of this affixal battery was due merely to fortuitous matters of stress, analogy, reanalysis, etc. Here I argue that
                    a great deal of evidence suggests that these languages actually underwent heavy second-language acquisition by adults at some
                    point in the relatively recent past, most likely by male invaders from a different island. The evidence includes phenomena
                    familiar from recent developments in creolization theory, as well as a cross-linguistic approach to analyticity and its
                    causes.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18007.kra,"Olga Krasnoukhova, Johan van der Auwera",Negation in Kulina,2019,"
This study reconstructs the development of a negative existential and a negative pro-sentence in the Arawan
                    language Kulina (Brazil-Peru). We demonstrate that the two elements forming the negative existential construction nowe
                        (hi)ra- are involved in a double polarity swap: (i) an originally neutral lexical item (the dynamic verb
                        nowe ‘show’) has become negative through contamination, and (ii) an originally negative element
                        (hi)ra-, which was responsible for the contamination, is bleaching into a semantically neutral auxiliary.
                    This lexeme nowe, with the auxiliary used only optionally, also functions as a negative pro-sentence now. Thus,
                    synchronically we have a negative pro-sentence that has its origin in a semantically-neutral lexical item. Neither the source of
                    the negative pro-sentence nor this diachronic path has surfaced in the literature on negation so far and thus they are instructive
                    from diachronic and typological perspectives. The hypothesis enriches the literature on both the Jespersen Cycle and the Negative
                    Existential Cycle.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.17010.kor,Agnes Korn,Isoglosses and subdivisions of Iranian,2019,"
The aim of this paper is to look at some of the problems with the traditional subdivisions of Iranian and at
                    possible new approaches. It builds on an argument made in Korn (2016a), adding
                    discussion and further illustrating problems in the data and methods involved in the traditional model of relations among the
                    Iranian languages. It specifically points out that the traditional family tree is based on a set of isoglosses that is an artefact
                    of the data that happened to be available at the time. In addition, the question arises whether the wave model or the concept of
                    linguistic areas would be more adequate to account for the data. The discovery of a corpus of Bactrian manuscripts encourages a
                    new approach. I argue that a sub-branch including Bactrian, Parthian and some other languages is a hypothesis that deserves to be
                    tested; at the same time, the comparison with other Iranian languages as well as typological considerations permit to assess the
                    role of language contact.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.17034.oha,Zachary O’Hagan,The origin of purpose clause markers in Proto-Omagua-Kukama,2019,"
This article explores the diachrony of three purpose clause markers in Proto-Omagua-Kukama (Tupí-Guaraní; Amazonia): *-taɾa, *-maiɾa, and *=tsenuni. I explain an absolutive pattern of control in these clauses via an account in which the markers originate in a combination of nominalizers, a purpose suffix, and a postposition. I show that a similar system is attested in at least one other related language, Kamaiurá.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.00005.kal,"Siva Kalyan, Alexandre François, Harald Hammarström","Problems with, and alternatives to, the tree model in historical linguistics",2019, ,JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.17009.ver,Annemarie Verkerk,Detecting non-tree-like signal  using multiple tree topologies,2019,"
Recent applications of phylogenetic methods to historical linguistics have been criticized for assuming a tree
                    structure in which ancestral languages differentiate and split up into daughter languages, while language evolution is inherently
                    non-tree-like (François 2014; Blench
                    2015: 32–33). This article attempts to contribute to this debate by discussing the use of the multiple topologies method
                        (Pagel & Meade 2006a) implemented in BayesPhylogenies (Pagel & Meade 2004). This method is applied to lexical datasets from four different
                    language families: Austronesian (Gray, Drummond & Greenhill 2009), Sinitic (Ben Hamed & Wang 2006), Indo-European (Bouckaert
                        et al. 2012), and Japonic (Lee & Hasegawa 2011). Evidence for multiple
                    topologies is found in all families except, surprisingly, Austronesian. It is suggested that reticulation may arise from a number
                    of processes, including dialect chain break-up, borrowing (both shortly after language splits and later on), incomplete lineage
                    sorting, and characteristics of lexical datasets. It is shown that the multiple topologies method is a useful tool to study the
                    dynamics of language evolution.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18009.eli,Alexander Elias,Visualizing the Boni dialects with Historical Glottometry,2019,"
This paper deals with the historical relations between dialects of Boni, a Cushitic language of Kenya and Somalia.
                    Boni forms the subject of Volume 10 of the Language and Dialect Atlas of Kenya (Heine & Möhlig 1982). Heine presents evidence for three subgroups within Boni, as well as several
                    areas of convergence between dialects belonging to different proposed subgroups. In reviewing his evidence, I find that two of the
                    three splits are not supported by the data, and therefore his conclusions on convergence must also be reinterpreted. Given the
                    presence of numerous intersecting isoglosses, the tree diagram is an inappropriate model for describing the relations between Boni
                    dialects, and I turn to Historical Glottometry (Kalyan & François 2018) to provide
                    a visualization of the data.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.17011.dan,"Don Daniels, Danielle Barth, Wolfgang Barth",Subgrouping the Sogeram languages,2019,"
Historical Glottometry is a method, recently proposed by Kalyan and François (François 2014; Kalyan & François 2018), for analyzing and
                    representing the relationships among sister languages in a language family. We present a glottometric analysis of the Sogeram
                    language family of Papua New Guinea and, in the process, provide an evaluation of the method. We focus on three topics that we
                    regard as problematic: how to handle the higher incidence of cross-cutting isoglosses in the Sogeram data; how best to handle
                    lexical innovations; and what to do when the data do not allow the analyst to be sure whether a given language underwent a given
                    innovation or not. For each topic we compare different ways of coding and calculating the data and suggest the best way forward.
                    We conclude by proposing changes to the way glottometric data are coded and calculated and the way glottometric results are
                    visualized. We also discuss how to incorporate Historical Glottometry into an effective historical-linguistic research
                    workflow.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.17008.mat,"Guillaume Jacques, Johann-Mattis List",Save the trees,2019,"
Skepticism regarding the tree model has a long tradition in historical linguistics. Although scholars have
                    emphasized that the tree model and its long-standing counterpart, the wave theory, are not necessarily incompatible, the opinion
                    that family trees are unrealistic and should be completely abandoned in the field of historical linguistics has always enjoyed a
                    certain popularity. This skepticism has further increased with the advent of recently proposed techniques for data visualization
                    which seem to confirm that we can study language history without trees. In this article, we show that the concrete arguments that
                    have been brought up in favor of achronistic wave models do not hold. By comparing the phenomenon of incomplete lineage sorting
                    in biology with processes in linguistics, we show that data which do not seem as though they can be explained using trees can
                    indeed be explained without turning to diffusion as an explanation. At the same time, methodological limits in historical
                    reconstruction might easily lead to an overestimation of regularity, which may in turn appear as conflicting patterns when the
                    researcher is trying to reconstruct a coherent phylogeny. We illustrate how, in several instances, trees can benefit language
                    comparison, although we also discuss their shortcomings in modeling mixed languages. While acknowledging that not all aspects of
                    language history are tree-like, and that integrated models which capture both vertical and lateral language relations may depict
                    language history more realistically than trees do, we conclude that all models claiming that vertical language relations can be
                    completely ignored are essentially wrong: either they still tacitly draw upon family trees or they only provide a static display
                    of data and thus fail to model temporal aspects of language history.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.18019.kal,"Siva Kalyan, Alexandre François",When the waves meet the trees,2019, ,JOURNAL OF HISTORICAL LINGUISTICS
 ,,Editors’ corner, , ,JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.17002.cic,Anna Cichosz,The origin of English clause-initial quotative inversion,2019,"
This study is a corpus-based investigation of the development of English clause-initial quotative inversion, i.e.
the construction in which a reporting clause with SV inversion is placed before the quoted message. The analysis makes use of
various corpora of historical and contemporary English in order to document quantity and quality changes in the investigated
construction in all stages of English. The study shows that the construction observed in Present Day English has developed in a
continuous way since the period of Old English, although it has been a low-frequency pattern in each historical period. Moreover,
the construction has developed differently in British and American English. In the former variety, the clause-initial quotative
inversion is still quite rare and limited to newspapers, mostly tabloids; in the latter, it is quite widespread in magazines,
where it shows an exceptionally high frequency and a growing collocational range.
",JOURNAL OF HISTORICAL LINGUISTICS
10.1075/jhl.17032.com,Concepción Company Company,Four directionalities for grammaticalization,2019,"
This article offers an analysis and systematization of the relationship between directionality and
grammaticalization and develops an innovative proposal regarding a new type of directionality. The article proposes four types of
directionality in grammaticalization: A. down, B. up, C. neither down nor up,
and D. up and down. The first three types are very well studied, but the last has been overlooked in the
theoretical literature. The article analyzes directionality D in depth. It is a directionality that is very similar to a round
trip: an up in the cline is followed by a down in the cline. First, the form or construction leaves sentence grammar and enters
into periphery grammar, acquiring a new category and a discourse meaning, generally a subjective one; later, the form comes back
into sentence grammar, but always re-enters as a different category from the etymological source. This process appears to be
round trip directionality. This round trip process constitutes a fourth type of directionality in
grammaticalization. Directionality D requires its own status, distinct from the sum of directionalities A and B, due to its
specific source and due to the fact that the reinsertion into the sentence grammar is in a specific category. It has its own
individual distribution and a characteristic and innovative circular path. The evidence of this directionality presented in this
article comes from Spanish, but this path very likely also generalizes to other languages.
",JOURNAL OF HISTORICAL LINGUISTICS
